genome_ID,assembly_accession,organism_name,superkingdom,phylum,class,order,family,genus,genome_size,proteins,completeness,contamination,nif_type,oxygen_discrete,oxygen_numeric,temperature,temp_discrete,pH,pH_discrete,habitat,habitat_richness,metabolic_richness,gene_number,gene_complexity,root_distance
G900111095,GCA_900111095.1,Amphritea atlantica,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Amphritea,4.735181,4386,99.14,0.72,nif,aerobe,1,32.5,Mesophile,8,Alkaliphile,Hydrothermal,0.2,0.288659794,55,0.591397849,0.88528364
G000428985,GCF_000428985.1,Marinobacterium litorale DSM 23545,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,4.3804,4227,100,0.64,nif,aerobe,1,30,Mesophile,9,Alkaliphile,Saline,0.16,0.268041237,55,0.591397849,0.869334152
G000284375,GCF_000284375.1,Bradyrhizobium japonicum USDA 6,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,9.207384,8701,100,0.15,nif,aerobe,1,29.8,Mesophile,5,Acidophile,Terrestrial,0.26,0.432989691,55,0.591397849,1.038255321
G001676765,GCF_001676765.1,Mesorhizobium loti NZP2037,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,7.481739,7215,99.92,1.23,nif,aerobe,1,28.3,Mesophile,5.5,Acidophile,Terrestrial,0.4,0.371134021,53,0.569892473,1.01826704
G000824825,GCF_000824825.1,Mesorhizobium sp. ORS3324,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,6.56416,6301,99.64,0.85,nif,aerobe,1,30.2,Mesophile,5.5,Acidophile,Terrestrial,0.4,0.345360825,54,0.580645161,1.030707484
G001315015,GCF_001315015.1,Azospirillum brasilense,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,6.587527,5850,100,3.29,nif,microaerophile,4,30,Mesophile,5.5,Acidophile,Plant,0.13,0.324742268,53,0.569892473,0.797576636
G000379145,GCF_000379145.1,Bradyrhizobium elkanii USDA 76,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,9.484767,8964,100,0.6,nif,aerobe,1,30.1,Mesophile,5.7,Neutrophile,Terrestrial,0.27,0.396907216,55,0.591397849,1.015099115
G000785705,GCF_000785705.2,Methylomonas denitrificans,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,5.172098,4813,99.93,0,nif,aerobe,1,30,Mesophile,5.8,Neutrophile,Freshwater,0.22,0.31443299,55,0.591397849,0.824769758
G000283655,GCF_000283655.1,Azospirillum lipoferum 4B,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,6.8464,6023,100,3.07,nif,aerobe,1,26.6,Mesophile,5.9,Neutrophile,Terrestrial,0.13,0.360824742,55,0.591397849,0.799988563
G000745425,GCF_000745425.1,Beijerinckia mobilis,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia,4.320537,3835,98.96,0,nif,aerobe,1,30.6,Mesophile,6,Neutrophile,Host-associated,0.2,0.324742268,56,0.602150538,0.976711235
G001641695,GCF_001641695.1,Bradyrhizobium neotropicale,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,8.679329,8152,99.59,1.26,nif,aerobe,1,29.3,Mesophile,6.3,Neutrophile,Host-associated,0.2,0.355670103,56,0.602150538,1.014209135
G000384075,GCF_000384075.1,Methylovulum miyakonense HT12,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylovulum,4.687143,4255,99.23,0.69,nif,aerobe,1,28,Mesophile,6.5,Neutrophile,Terrestrial,0.09,0.278350515,55,0.591397849,0.841157493
G000185905,GCF_000185905.1,Mesorhizobium ciceri biovar biserrulae WSM1271,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,6.690028,6405,99.51,0.6,nif,aerobe,1,27.6,Mesophile,6.8,Neutrophile,Plant,0.37,0.355670103,54,0.580645161,1.024610093
G001686985,GCF_001686985.1,Mesorhizobium amorphae CCNWGS0123,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,7.343952,6891,99.92,0.66,nif,aerobe,1,29.2,Mesophile,6.8,Neutrophile,Terrestrial,0.41,0.345360825,54,0.580645161,1.020296557
G000341735,GCF_000341735.1,Methylomicrobium buryatense 5G,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,5.067278,4444,99.6,1.15,nif,NA,NA,31.3,Mesophile,6.9,Neutrophile,Freshwater,0.22,0.309278351,55,0.591397849,0.782982579
G000013365,GCF_000013365.1,Rhodopseudomonas palustris HaA2,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,5.331656,4738,99.89,0,nif,aerobe,1,28,Mesophile,7.1,Neutrophile,Terrestrial,0.25,0.324742268,57,0.612903226,1.008318831
G000223985,GCF_000223985.1,Thiocapsa marina 5811,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocapsa,5.59554,4944,99.94,0.23,nif,aerobe,1,32.5,Mesophile,7.3,Neutrophile,Saline,0.12,0.340206186,55,0.591397849,0.783090898
G001305595,GCF_001305595.1,Azospirillum thiophilum,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,7.609458,6629,100,3.07,nif,aerobe,1,37,Mesophile,7.5,Neutrophile,Hydrothermal,0.16,0.350515464,55,0.591397849,0.816395602
G000214665,GCF_000214665.1,Methylomonas methanica MC09,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,5.051681,4614,99.93,1.39,nif,NA,NA,31.1,Mesophile,7.5,Neutrophile,Freshwater,0.22,0.319587629,55,0.591397849,0.803257996
G000379165,GCF_000379165.1,Teredinibacter turnerae T7902,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,5.387817,4431,100,0,nif,aerobe,1,32.5,Mesophile,8.5,Alkaliphile,Host-associated,0.2,0.273195876,55,0.591397849,0.877023293
G000344805,GCF_000344805.1,Bradyrhizobium oligotrophicum S58,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,8.264165,7164,99.35,0.27,nif,aerobe,1,37,Mesophile,5.6,Neutrophile,Terrestrial,0.25,0.37628866,55,0.591397849,1.047400164
G000224005,GCF_000224005.2,Marichromatium purpuratum 984,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Marichromatium,3.779112,3264,99.94,0.17,nif,anaerobe,2,33.2,Mesophile,6,Neutrophile,Host-associated,0.17,0.329896907,56,0.602150538,0.781589511
G000010525,GCF_000010525.1,Azorhizobium caulinodans ORS 571,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Azorhizobium,5.369772,4810,100,0,nif,NA,NA,30.6,Mesophile,6.1,Neutrophile,Terrestrial,0.33,0.278350515,57,0.612903226,0.920194833
G000379525,GCF_000379525.1,Lamprocystis purpurea DSM 4197,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Lamprocystis,6.908745,6137,99.58,1.67,nif,NA,NA,34.4,Mesophile,6.3,Neutrophile,Freshwater,0.14,0.350515464,56,0.602150538,0.769456816
G000327045,GCF_000327045.1,Thioflavicoccus mobilis 8321,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thioflavicoccus,4.137521,3720,98.67,0.02,nif,anaerobe,2,36.1,Mesophile,6.7,Neutrophile,Saline,0.15,0.304123711,56,0.602150538,0.7417659
G000426805,GCF_000426805.1,Teredinibacter turnerae T8513,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,5.268281,4309,100,0.59,nif,NA,NA,28.5,Mesophile,6.8,Neutrophile,Host-associated,0.2,0.262886598,56,0.602150538,0.880852517
G000381665,GCF_000381665.1,Teredinibacter turnerae T8412,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,5.14736,4267,100,0.72,nif,NA,NA,28.3,Mesophile,6.9,Neutrophile,Host-associated,0.17,0.278350515,56,0.602150538,0.877301065
G000372925,GCF_000372925.1,Teredinibacter turnerae T0609,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,5.069061,4254,100,0.52,nif,NA,NA,28.3,Mesophile,7,Neutrophile,Host-associated,0.16,0.257731959,56,0.602150538,0.880713001
G001022195,GCF_001022195.1,Klebsiella oxytoca,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,7.227285,6878,100,1.99,nif,aerobe,1,35.6,Mesophile,7.1,Neutrophile,Host-associated,0.46,0.43814433,54,0.580645161,1.030253331
G000013085,GCF_000013085.1,Rhodospirillum rubrum ATCC 11170,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,4.406557,3895,99.5,0,anf,aerobe,1,28,Mesophile,7.1,Neutrophile,Terrestrial,0.09,0.288659794,57,0.612903226,0.807137157
G000023025,GCF_000023025.1,Teredinibacter turnerae T7901,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,5.193164,4218,100,0,nif,aerobe,1,32.5,Mesophile,8.5,Alkaliphile,Host-associated,0.2,0.25257732,56,0.602150538,0.878891407
G000400795,GCF_000400795.1,Dickeya solani IPO 2222,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,4.867258,4205,99.27,0.33,nif,NA,NA,30.7,Mesophile,5.5,Acidophile,Host-associated,0.32,0.381443299,54,0.580645161,0.970695915
G000333455,GCF_000333455.1,Rhodopseudomonas sp. B29,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,5.516813,5702,94.93,1.16,anf,aerobe,1,30,Mesophile,5.9,Neutrophile,Plant,0.2,0.319587629,59,0.634408602,1.025816643
G000429665,GCF_000429665.1,Azovibrio restrictus DSM 23866,Bacteria,Betaproteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azovibrio,4.025691,3634,99.76,0,nif,NA,NA,32.7,Mesophile,6.1,Neutrophile,Plant,0.25,0.278350515,57,0.612903226,0.714897711
G000504425,GCF_000504425.1,Rhodopseudomonas palustris JSC-3b,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,4.068467,3704,98.9,0.17,nif,NA,NA,32.5,Mesophile,6.2,Neutrophile,Terrestrial,0.24,0.273195876,59,0.634408602,1.031887011
G000147055,GCF_000147055.1,Dickeya dadantii 3937,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,4.922802,4287,99.96,0.51,nif,NA,NA,30.6,Mesophile,6.4,Neutrophile,Host-associated,0.37,0.391752577,54,0.580645161,0.967196385
G000400505,GCF_000400505.1,Dickeya paradisiaca NCPPB 2511,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,4.631867,4088,99.14,0.28,anf,NA,NA,31.3,Mesophile,6.8,Neutrophile,Host-associated,0.29,0.412371134,55,0.591397849,0.974717443
G000300455,GCF_000300455.3,Kosakonia sacchari SP1,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,4.902027,4581,99.49,0.8,nif,NA,NA,30,Mesophile,7,Neutrophile,Plant,0.42,0.432989691,55,0.591397849,1.000277615
G000473125,GCF_000473125.1,Bradyrhizobium genosp. SA-4 str. CB756,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,9.82688,9213,100,0,nif,aerobe,1,29.9,Mesophile,4.6,Acidophile,Terrestrial,0.27,0.396907216,57,0.612903226,1.034161885
G000472865,GCF_000472865.1,Bradyrhizobium elkanii WSM2783,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,9.902361,9634,99.6,0.75,nif,aerobe,1,31.1,Mesophile,5.2,Acidophile,Terrestrial,0.25,0.381443299,59,0.634408602,1.004654723
G000019365,GCF_000019365.1,Methylobacterium sp. 4-46,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,7.737025,6992,99.69,0,nif,aerobe,1,29.5,Mesophile,5.6,Neutrophile,Plant,0.18,0.329896907,58,0.623655914,0.976065487
G000472385,GCF_000472385.1,Bradyrhizobium sp. ARR65,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,8.613869,8215,99.35,1.05,nif,aerobe,1,31.9,Mesophile,6.1,Neutrophile,Terrestrial,0.26,0.386597938,58,0.623655914,1.032316504
G001469165,GCF_001469165.1,Thiohalocapsa sp. ML1,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiohalocapsa,6.305354,5545,98.6,1.45,nif,aerobe,1,33.5,Mesophile,6.6,Neutrophile,Freshwater,0.2,0.324742268,58,0.623655914,0.76860781
G000227745,GCF_000227745.2,Thiocystis violascens DSM 198,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis,5.017071,4583,99.83,0.36,nif,anaerobe,2,32.2,Mesophile,6.7,Neutrophile,Saline,0.09,0.319587629,58,0.623655914,0.778056707
G000166055,GCF_000166055.1,Rhodomicrobium vannielii ATCC 17100,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodomicrobium,4.014469,3671,97.77,0.34,vnf/anf,anaerobe,2,33.3,Mesophile,5.4,Acidophile,Terrestrial,0.12,0.268041237,61,0.655913978,0.866150548
G000463345,GCF_000463345.1,Serratia sp. ATCC 39006,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,4.944787,4420,99.37,0.88,nif,aerobe,1,30.1,Mesophile,6.5,Neutrophile,Host-associated,0.33,0.402061856,57,0.612903226,0.968743817
G900115225,GCA_900115225.1,Cohaesibacter marisflavi,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Cohaesibacteraceae,Cohaesibacter,5.339722,4842,97.99,1.41,nif,facultative,3,27.5,Mesophile,7.5,Neutrophile,Saline,0.13,0.31443299,57,0.612903226,0.969480819
G000385335,GCF_000385335.1,Methyloferula stellata AR4,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methyloferula,4.235448,3934,99.48,0,nif,aerobe,1,28.7,Mesophile,5.3,Acidophile,Terrestrial,0.26,0.257731959,61,0.655913978,0.951941325
G000705335,GCF_000705335.1,Mangrovibacter sp. MFB070,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Mangrovibacter,5.361575,4962,99.89,0.27,anf,aerobe,1,29.9,Mesophile,5.8,Neutrophile,Plant,0.41,0.43814433,58,0.623655914,0.962729908
G000531125,GCF_000531125.1,Candidatus Contendobacter odensis Run_B_J11,Bacteria,Gammaproteobacteria,Gammaproteobacteria,0,Competibacteraceae,Candidatus Contendobacter,4.611646,4553,96.48,1.82,nif,NA,NA,35.6,Mesophile,6.6,Neutrophile,Terrestrial,0.09,0.25257732,60,0.64516129,0.688542413
G000585215,GCF_000585215.1,Thiorhodococcus sp. AK35,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodococcus,4.766665,4186,99.94,0.77,vnf,NA,NA,31.7,Mesophile,6.8,Neutrophile,Host-associated,0.14,0.309278351,60,0.64516129,0.808204918
G001295845,GCF_001295845.1,Rhodopseudomonas sp. AAP120,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,6.161026,5638,100,0.96,anf,aerobe,1,29.6,Mesophile,7,Neutrophile,Host-associated,0.29,0.288659794,62,0.666666667,1.002853827
G000293785,GCF_000293785.1,Rhodovulum sp. PH10,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,4.831432,4470,99.37,1.27,anf,NA,NA,31.6,Mesophile,6,Neutrophile,Terrestrial,0.22,0.268041237,62,0.666666667,0.91416212
G001022135,GCF_001022135.1,Kluyvera intermedia,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,6.166452,5998,99.34,1.7,nif,aerobe,1,30.6,Mesophile,6.5,Neutrophile,Host-associated,0.44,0.43814433,59,0.634408602,0.99947516
G001049335,GCF_001049335.1,Brenneria goodwinii,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Brenneria,5.350059,4659,99.21,1.72,anf,facultative,3,30.7,Mesophile,6.5,Neutrophile,Plant,0.32,0.422680412,60,0.64516129,0.965971755
G001402875,GCF_001402875.1,Blastochloris viridis,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Blastochloris,3.724841,3271,96.77,0.79,anf,facultative,3,30,Mesophile,6.6,Neutrophile,Freshwater,0.3,0.273195876,62,0.666666667,0.90657906
G000021865,GCF_000021865.1,Rhodobacter capsulatus SB 1003,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,3.87192,3632,99.09,0.63,anf,NA,NA,26.2,Mesophile,6.7,Neutrophile,Saline,0.31,0.288659794,62,0.666666667,0.963174713
G000224065,GCF_000224065.1,Thiorhodococcus drewsii AZ1,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodococcus,5.524189,4765,99.94,0.85,anf,anaerobe,2,30.7,Mesophile,6.6,Neutrophile,Host-associated,0.17,0.335051546,63,0.677419355,0.822163712
G000021045,GCF_000021045.1,Azotobacter vinelandii DJ,Bacteria,Gammaproteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter,5.365318,4821,99.59,1.01,vnf/anf,aerobe,1,30.5,Mesophile,6.8,Neutrophile,Plant,0.39,0.319587629,65,0.698924731,0.831093574
G000195775,GCF_000195775.1,Rhodopseudomonas palustris CGA009,Bacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,5.46764,4968,99.89,0,vnf/anf,facultative,3,29.9,Mesophile,6.8,Neutrophile,Terrestrial,0.2,0.309278351,67,0.720430108,1.013851195
